I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
-0.099,-0.135,-0.036,0.117,-0.031,-0.085,0.085,0.06,0.07,-0.025,-0.019,-0.04
-0.103,-0.135,-0.032,0.119,-0.035,-0.083,0.085,0.057,0.07,-0.028,-0.026,-0.04
-0.107,-0.135,-0.028,0.121,-0.039,-0.081,0.085,0.054,0.068,-0.03,-0.033,-0.04
-0.111,-0.135,-0.024,0.123,-0.043,-0.08,0.085,0.055,0.065,-0.031,-0.036,-0.04
-0.115,-0.135,-0.02,0.125,-0.047,-0.077,0.085,0.055,0.065,-0.04,-0.04,-0.04
-0.12,-0.135,-0.015,0.128,-0.052,-0.075,0.085,0.051,0.061,-0.045,-0.04,-0.04
-0.115,-0.135,-0.02,0.126,-0.047,-0.077,0.085,0.049,0.06,-0.045,-0.039,-0.04
-0.105,-0.135,-0.03,0.12,-0.037,-0.083,0.085,0.051,0.058,-0.045,-0.042,-0.04
-0.1,-0.135,-0.035,0.118,-0.032,-0.085,0.085,0.049,0.055,-0.045,-0.045,-0.041
-0.105,-0.135,-0.03,0.12,-0.037,-0.082,0.085,0.045,0.055,-0.045,-0.045,-0.045
-0.105,-0.135,-0.03,0.12,-0.037,-0.082,0.085,0.045,0.051,-0.045,-0.045,-0.045
-0.108,-0.135,-0.027,0.122,-0.04,-0.081,0.085,0.046,0.049,-0.045,-0.048,-0.044
-0.111,-0.135,-0.024,0.123,-0.043,-0.08,0.085,0.043,0.051,-0.044,-0.05,-0.047
-0.11,-0.135,-0.025,0.123,-0.042,-0.08,0.085,0.04,0.049,-0.046,-0.05,-0.05
-0.11,-0.135,-0.025,0.123,-0.042,-0.08,0.085,0.04,0.045,-0.055,-0.05,-0.05
-0.114,-0.135,-0.021,0.125,-0.046,-0.077,0.085,0.04,0.045,-0.059,-0.05,-0.05
-0.116,-0.135,-0.019,0.125,-0.048,-0.077,0.086,0.041,0.046,-0.063,-0.053,-0.053
-0.114,-0.135,-0.021,0.125,-0.046,-0.077,0.083,0.038,0.043,-0.065,-0.056,-0.056
-0.116,-0.135,-0.019,0.126,-0.048,-0.077,0.08,0.035,0.04,-0.065,-0.055,-0.055
-0.12,-0.135,-0.015,0.128,-0.052,-0.075,0.08,0.035,0.04,-0.065,-0.055,-0.055
-0.116,-0.131,-0.015,0.124,-0.051,-0.072,0.08,0.031,0.041,-0.065,-0.055,-0.055
-0.114,-0.129,-0.016,0.122,-0.049,-0.072,0.08,0.029,0.037,-0.068,-0.054,-0.055
-0.117,-0.131,-0.013,0.124,-0.052,-0.072,0.08,0.031,0.035,-0.071,-0.057,-0.055
-0.12,-0.129,-0.009,0.124,-0.055,-0.069,0.08,0.029,0.034,-0.07,-0.06,-0.055
-0.115,-0.125,-0.01,0.12,-0.052,-0.067,0.08,0.025,0.03,-0.07,-0.06,-0.055
-0.114,-0.125,-0.011,0.119,-0.051,-0.067,0.08,0.025,0.03,-0.07,-0.06,-0.055
-0.121,-0.126,-0.005,0.124,-0.058,-0.065,0.077,0.026,0.031,-0.069,-0.06,-0.055
-0.126,-0.121,0.004,0.124,-0.064,-0.058,0.074,0.023,0.028,-0.072,-0.06,-0.055
-0.125,-0.113,0.012,0.119,-0.068,-0.05,0.075,0.02,0.025,-0.075,-0.06,-0.055
-0.13,-0.11,0.02,0.12,-0.075,-0.045,0.075,0.02,0.025,-0.075,-0.06,-0.055
-0.134,-0.106,0.028,0.12,-0.081,-0.039,0.075,0.021,0.025,-0.075,-0.06,-0.054
-0.138,-0.102,0.036,0.12,-0.087,-0.033,0.075,0.017,0.022,-0.075,-0.06,-0.061
-0.142,-0.098,0.044,0.12,-0.093,-0.027,0.075,0.015,0.019,-0.075,-0.06,-0.066
-0.145,-0.094,0.052,0.12,-0.098,-0.021,0.075,0.014,0.02,-0.075,-0.06,-0.065
-0.145,-0.09,0.055,0.117,-0.1,-0.017,0.075,0.01,0.02,-0.075,-0.06,-0.065
-0.145,-0.09,0.055,0.117,-0.1,-0.017,0.071,0.01,0.016,-0.075,-0.06,-0.065
-0.145,-0.09,0.055,0.117,-0.1,-0.017,0.07,0.011,0.015,-0.075,-0.06,-0.065
-0.145,-0.09,0.055,0.117,-0.1,-0.017,0.07,0.008,0.015,-0.075,-0.06,-0.065
-0.145,-0.09,0.055,0.117,-0.1,-0.017,0.07,0.005,0.015,-0.075,-0.06,-0.065
-0.145,-0.09,0.055,0.117,-0.1,-0.017,0.07,0.005,0.015,-0.075,-0.06,-0.065
-0.146,-0.091,0.055,0.118,-0.1,-0.017,0.07,0.005,0.015,-0.075,-0.059,-0.073
-0.142,-0.088,0.054,0.114,-0.098,-0.016,0.07,0.002,0.015,-0.078,-0.065,-0.079
-0.155,-0.098,0.057,0.127,-0.106,-0.02,0.07,-0.001,0.015,-0.08,-0.074,-0.08
-0.171,-0.11,0.06,0.14,-0.116,-0.025,0.07,0.0,0.015,-0.081,-0.073,-0.08
-0.16,-0.1,0.06,0.13,-0.11,-0.02,0.07,0.0,0.015,-0.09,-0.07,-0.08
-0.156,-0.096,0.06,0.126,-0.108,-0.018,0.066,-0.004,0.015,-0.095,-0.091,-0.08
-0.149,-0.089,0.06,0.119,-0.104,-0.014,0.065,-0.006,0.015,-0.092,-0.094,-0.08
-0.143,-0.083,0.06,0.113,-0.101,-0.011,0.065,-0.004,0.015,-0.089,-0.089,-0.08
-0.138,-0.078,0.06,0.108,-0.099,-0.009,0.065,-0.006,0.015,-0.09,-0.09,-0.08
-0.13,-0.07,0.06,0.1,-0.095,-0.005,0.065,-0.01,0.015,-0.09,-0.09,-0.08
-0.125,-0.065,0.06,0.095,-0.092,-0.002,0.065,-0.01,0.015,-0.09,-0.09,-0.08
-0.13,-0.068,0.063,0.099,-0.096,-0.002,0.062,-0.009,0.015,-0.09,-0.091,-0.08
-0.138,-0.071,0.067,0.104,-0.103,-0.001,0.059,-0.012,0.015,-0.09,-0.088,-0.08
-0.14,-0.07,0.07,0.105,-0.105,0.0,0.06,-0.015,0.015,-0.09,-0.085,-0.08
-0.14,-0.07,0.07,0.105,-0.105,0.0,0.06,-0.015,0.015,-0.09,-0.085,-0.08
-0.14,-0.07,0.07,0.105,-0.105,0.0,0.06,-0.015,0.015,-0.086,-0.085,-0.08
-0.14,-0.07,0.07,0.105,-0.105,0.0,0.06,-0.014,0.015,-0.085,-0.085,-0.08
-0.14,-0.07,0.07,0.105,-0.105,0.0,0.06,-0.017,0.015,-0.085,-0.085,-0.08
-0.14,-0.07,0.07,0.105,-0.105,0.0,0.059,-0.02,0.015,-0.085,-0.085,-0.08
-0.14,-0.07,0.07,0.105,-0.105,0.0,0.055,-0.02,0.015,-0.085,-0.085,-0.08
-0.14,-0.07,0.07,0.105,-0.105,0.0,0.055,-0.02,0.015,-0.085,-0.081,-0.08
-0.14,-0.07,0.07,0.105,-0.105,0.0,0.055,-0.019,0.016,-0.085,-0.08,-0.08
-0.14,-0.07,0.07,0.105,-0.105,0.0,0.055,-0.022,0.013,-0.085,-0.08,-0.08
-0.14,-0.07,0.07,0.105,-0.105,0.0,0.055,-0.025,0.01,-0.084,-0.08,-0.08
-0.14,-0.07,0.07,0.105,-0.105,0.0,0.055,-0.025,0.01,-0.08,-0.08,-0.08
-0.14,-0.07,0.07,0.105,-0.105,0.0,0.051,-0.025,0.01,-0.08,-0.08,-0.08
-0.143,-0.07,0.073,0.106,-0.108,0.001,0.05,-0.024,0.01,-0.08,-0.077,-0.08
-0.146,-0.07,0.076,0.107,-0.111,0.002,0.05,-0.027,0.01,-0.08,-0.074,-0.08
-0.145,-0.07,0.075,0.107,-0.11,0.002,0.05,-0.03,0.01,-0.08,-0.075,-0.08
-0.145,-0.07,0.075,0.107,-0.11,0.002,0.05,-0.03,0.01,-0.08,-0.075,-0.08
-0.145,-0.07,0.075,0.107,-0.11,0.002,0.05,-0.03,0.01,-0.08,-0.075,-0.084
-0.145,-0.07,0.075,0.107,-0.11,0.002,0.051,-0.03,0.007,-0.08,-0.075,-0.085
-0.145,-0.07,0.075,0.107,-0.11,0.002,0.048,-0.03,0.004,-0.08,-0.075,-0.085
-0.145,-0.07,0.075,0.107,-0.11,0.002,0.045,-0.031,0.005,-0.081,-0.074,-0.085
-0.145,-0.07,0.075,0.107,-0.11,0.002,0.045,-0.035,0.005,-0.085,-0.07,-0.085
-0.145,-0.07,0.075,0.107,-0.11,0.002,0.045,-0.035,0.005,-0.085,-0.07,-0.085
-0.145,-0.07,0.075,0.107,-0.11,0.002,0.045,-0.035,0.005,-0.085,-0.07,-0.085
-0.146,-0.07,0.076,0.108,-0.111,0.002,0.045,-0.035,0.005,-0.085,-0.07,-0.085
-0.143,-0.069,0.074,0.106,-0.108,0.002,0.045,-0.036,0.005,-0.085,-0.07,-0.085
-0.14,-0.065,0.075,0.102,-0.107,0.005,0.045,-0.04,0.005,-0.085,-0.07,-0.085
-0.159,-0.065,0.094,0.112,-0.126,0.014,0.045,-0.04,0.001,-0.085,-0.069,-0.085
-0.146,-0.062,0.084,0.104,-0.114,0.011,0.042,-0.04,0.0,-0.082,-0.074,-0.085
-0.151,-0.06,0.091,0.105,-0.121,0.015,0.039,-0.04,0.0,-0.079,-0.074,-0.085
-0.178,-0.059,0.119,0.118,-0.148,0.029,0.04,-0.04,0.0,-0.08,-0.078,-0.086
-0.17,-0.055,0.115,0.112,-0.142,0.03,0.04,-0.04,0.0,-0.08,-0.095,-0.09
-0.17,-0.055,0.115,0.112,-0.142,0.03,0.04,-0.04,0.0,-0.08,-0.092,-0.09
-0.167,-0.052,0.115,0.109,-0.141,0.031,0.04,-0.04,0.0,-0.08,-0.089,-0.09
-0.165,-0.05,0.115,0.107,-0.14,0.032,0.04,-0.04,0.0,-0.08,-0.09,-0.09
-0.164,-0.049,0.115,0.106,-0.14,0.032,0.04,-0.04,0.0,-0.08,-0.09,-0.09
-0.16,-0.045,0.115,0.102,-0.137,0.035,0.04,-0.04,0.0,-0.08,-0.09,-0.09
-0.16,-0.045,0.115,0.102,-0.137,0.035,0.036,-0.04,0.0,-0.08,-0.09,-0.09
-0.157,-0.042,0.115,0.099,-0.136,0.036,0.035,-0.04,0.0,-0.08,-0.09,-0.09
-0.155,-0.04,0.115,0.097,-0.135,0.037,0.035,-0.04,0.0,-0.08,-0.09,-0.09
-0.155,-0.04,0.115,0.097,-0.135,0.037,0.035,-0.04,0.0,-0.08,-0.089,-0.09
-0.15,-0.035,0.115,0.092,-0.132,0.04,0.035,-0.04,0.0,-0.08,-0.085,-0.09
-0.148,-0.033,0.115,0.09,-0.131,0.041,0.035,-0.04,0.0,-0.08,-0.085,-0.09
-0.163,-0.048,0.115,0.105,-0.139,0.033,0.035,-0.04,0.0,-0.08,-0.085,-0.091
-0.169,-0.054,0.115,0.111,-0.142,0.03,0.035,-0.04,0.0,-0.08,-0.085,-0.088
-0.157,-0.042,0.115,0.099,-0.136,0.036,0.035,-0.04,0.0,-0.08,-0.085,-0.085
-0.15,-0.035,0.115,0.092,-0.132,0.04,0.035,-0.04,0.0,-0.08,-0.085,-0.085
-0.146,-0.031,0.115,0.088,-0.131,0.041,0.031,-0.04,0.0,-0.08,-0.085,-0.085
-0.139,-0.024,0.115,0.081,-0.127,0.045,0.03,-0.04,0.0,-0.08,-0.086,-0.085
-0.131,-0.016,0.115,0.073,-0.123,0.049,0.03,-0.04,0.0,-0.079,-0.083,-0.085
-0.123,-0.008,0.115,0.065,-0.119,0.053,0.03,-0.04,0.0,-0.081,-0.08,-0.085
-0.12,-0.005,0.115,0.062,-0.117,0.055,0.03,-0.04,0.0,-0.09,-0.08,-0.085
-0.124,-0.009,0.115,0.066,-0.119,0.053,0.03,-0.04,0.0,-0.095,-0.08,-0.085
-0.125,-0.01,0.115,0.067,-0.12,0.052,0.03,-0.04,0.0,-0.092,-0.08,-0.085
-0.125,-0.01,0.115,0.067,-0.12,0.052,0.03,-0.04,0.0,-0.089,-0.08,-0.085
-0.125,-0.01,0.115,0.067,-0.12,0.052,0.03,-0.04,0.0,-0.09,-0.08,-0.085
-0.125,-0.01,0.115,0.067,-0.12,0.052,0.03,-0.04,0.0,-0.09,-0.08,-0.085
-0.125,-0.01,0.115,0.067,-0.12,0.052,0.03,-0.04,0.0,-0.09,-0.08,-0.085
-0.122,-0.01,0.112,0.066,-0.117,0.051,0.03,-0.04,0.0,-0.09,-0.079,-0.085
-0.119,-0.01,0.109,0.065,-0.114,0.05,0.03,-0.04,0.0,-0.09,-0.082,-0.085
-0.12,-0.01,0.11,0.065,-0.115,0.05,0.029,-0.04,0.0,-0.09,-0.085,-0.085
-0.12,-0.01,0.11,0.065,-0.115,0.05,0.025,-0.04,0.0,-0.09,-0.085,-0.085
-0.12,-0.01,0.11,0.065,-0.115,0.05,0.025,-0.04,0.0,-0.09,-0.085,-0.085
-0.12,-0.01,0.11,0.065,-0.115,0.05,0.025,-0.04,-0.001,-0.09,-0.085,-0.085
-0.12,-0.01,0.11,0.065,-0.115,0.05,0.025,-0.04,0.002,-0.09,-0.085,-0.085
-0.12,-0.01,0.11,0.065,-0.115,0.05,0.025,-0.04,0.005,-0.09,-0.086,-0.085
-0.12,-0.01,0.11,0.065,-0.115,0.05,0.025,-0.04,0.005,-0.09,-0.09,-0.085
-0.116,-0.01,0.106,0.062,-0.111,0.047,0.025,-0.04,0.005,-0.09,-0.09,-0.085
-0.115,-0.01,0.105,0.062,-0.11,0.047,0.025,-0.04,0.005,-0.09,-0.09,-0.085
-0.115,-0.01,0.105,0.062,-0.11,0.047,0.025,-0.04,0.005,-0.09,-0.09,-0.085
-0.115,-0.01,0.105,0.062,-0.11,0.047,0.025,-0.04,0.005,-0.09,-0.09,-0.085
-0.115,-0.01,0.105,0.062,-0.11,0.047,0.025,-0.04,0.005,-0.09,-0.09,-0.085
-0.115,-0.01,0.105,0.062,-0.11,0.047,0.025,-0.04,0.005,-0.09,-0.09,-0.089
-0.115,-0.01,0.105,0.062,-0.11,0.047,0.025,-0.04,0.005,-0.09,-0.09,-0.09
-0.115,-0.01,0.105,0.062,-0.11,0.047,0.025,-0.04,0.005,-0.09,-0.09,-0.09
-0.114,-0.01,0.104,0.062,-0.109,0.047,0.025,-0.04,0.005,-0.09,-0.09,-0.09
-0.11,-0.01,0.1,0.06,-0.105,0.045,0.025,-0.04,0.005,-0.09,-0.09,-0.09
-0.11,-0.01,0.1,0.06,-0.105,0.045,0.025,-0.04,0.005,-0.09,-0.09,-0.09
-0.111,-0.01,0.1,0.06,-0.105,0.045,0.025,-0.04,0.008,-0.09,-0.09,-0.09
-0.108,-0.009,0.1,0.059,-0.104,0.045,0.025,-0.04,0.011,-0.09,-0.09,-0.09
-0.104,-0.004,0.1,0.054,-0.101,0.048,0.025,-0.04,0.01,-0.089,-0.09,-0.09
-0.1,0.0,0.1,0.05,-0.1,0.05,0.025,-0.04,0.01,-0.085,-0.09,-0.09
-0.1,0.0,0.1,0.05,-0.1,0.05,0.025,-0.04,0.01,-0.085,-0.09,-0.09
-0.097,0.003,0.1,0.047,-0.099,0.051,0.025,-0.04,0.01,-0.085,-0.09,-0.09
-0.093,0.007,0.1,0.043,-0.097,0.053,0.025,-0.04,0.01,-0.085,-0.09,-0.09
-0.089,0.011,0.1,0.039,-0.095,0.055,0.025,-0.04,0.01,-0.085,-0.09,-0.09
-0.09,0.01,0.1,0.04,-0.095,0.055,0.025,-0.04,0.01,-0.085,-0.09,-0.09
-0.098,0.002,0.1,0.048,-0.099,0.051,0.025,-0.044,0.01,-0.085,-0.09,-0.09
-0.106,-0.006,0.1,0.056,-0.103,0.047,0.025,-0.045,0.01,-0.085,-0.09,-0.09
-0.114,-0.014,0.1,0.064,-0.107,0.043,0.025,-0.045,0.01,-0.085,-0.09,-0.09
-0.122,-0.022,0.1,0.072,-0.111,0.039,0.025,-0.045,0.01,-0.085,-0.09,-0.09
-0.13,-0.03,0.1,0.08,-0.115,0.035,0.025,-0.045,0.01,-0.085,-0.09,-0.09
-0.138,-0.038,0.1,0.088,-0.119,0.031,0.023,-0.045,0.01,-0.085,-0.09,-0.09
-0.144,-0.044,0.1,0.094,-0.122,0.028,0.038,-0.045,0.01,-0.086,-0.09,-0.09
-0.144,-0.044,0.1,0.094,-0.122,0.028,0.045,-0.045,0.01,-0.083,-0.09,-0.09
-0.139,-0.039,0.1,0.089,-0.119,0.031,0.039,-0.045,0.01,-0.08,-0.09,-0.09
-0.135,-0.035,0.1,0.085,-0.117,0.032,0.04,-0.045,0.01,-0.08,-0.09,-0.09
-0.131,-0.031,0.1,0.081,-0.115,0.035,0.04,-0.045,0.01,-0.08,-0.09,-0.09
-0.13,-0.03,0.1,0.08,-0.115,0.035,0.04,-0.045,0.01,-0.08,-0.09,-0.089
-0.129,-0.029,0.1,0.079,-0.114,0.035,0.038,-0.045,0.01,-0.08,-0.09,-0.092
-0.124,-0.024,0.1,0.074,-0.111,0.038,0.035,-0.045,0.01,-0.08,-0.09,-0.095
-0.12,-0.02,0.1,0.07,-0.11,0.04,0.035,-0.045,0.01,-0.08,-0.09,-0.095
-0.12,-0.02,0.1,0.07,-0.11,0.04,0.035,-0.045,0.01,-0.08,-0.09,-0.095
-0.118,-0.018,0.1,0.068,-0.108,0.041,0.036,-0.045,0.01,-0.08,-0.09,-0.095
-0.112,-0.012,0.1,0.062,-0.106,0.043,0.033,-0.045,0.01,-0.08,-0.09,-0.095
-0.11,-0.01,0.1,0.06,-0.105,0.045,0.03,-0.045,0.01,-0.08,-0.09,-0.095
-0.11,-0.01,0.1,0.06,-0.105,0.045,0.03,-0.045,0.01,-0.08,-0.09,-0.095
-0.106,-0.006,0.101,0.056,-0.103,0.047,0.03,-0.045,0.01,-0.08,-0.09,-0.095
-0.102,-0.005,0.097,0.054,-0.099,0.046,0.03,-0.045,0.01,-0.083,-0.09,-0.095
-0.113,-0.003,0.11,0.058,-0.111,0.053,0.03,-0.045,0.01,-0.085,-0.09,-0.095
-0.126,0.001,0.126,0.062,-0.126,0.063,0.029,-0.045,0.01,-0.086,-0.09,-0.095
-0.12,0.0,0.12,0.06,-0.12,0.06,0.025,-0.045,0.01,-0.09,-0.09,-0.095
-0.12,-0.001,0.119,0.06,-0.12,0.06,0.025,-0.045,0.01,-0.09,-0.09,-0.095
-0.118,0.003,0.121,0.057,-0.119,0.062,0.025,-0.044,0.01,-0.09,-0.09,-0.095
-0.113,0.005,0.118,0.054,-0.116,0.061,0.025,-0.047,0.01,-0.09,-0.09,-0.095
-0.109,0.006,0.115,0.051,-0.112,0.06,0.024,-0.05,0.01,-0.09,-0.09,-0.095
-0.105,0.01,0.115,0.047,-0.11,0.062,0.02,-0.05,0.01,-0.09,-0.09,-0.095
-0.105,0.01,0.115,0.047,-0.11,0.062,0.02,-0.05,0.01,-0.09,-0.09,-0.095
-0.102,0.01,0.112,0.046,-0.107,0.061,0.02,-0.049,0.011,-0.09,-0.09,-0.095
-0.099,0.01,0.109,0.045,-0.104,0.06,0.02,-0.052,0.008,-0.09,-0.09,-0.095
-0.1,0.01,0.11,0.045,-0.105,0.06,0.02,-0.055,0.005,-0.09,-0.09,-0.095
-0.1,0.01,0.11,0.045,-0.105,0.06,0.02,-0.055,0.005,-0.09,-0.09,-0.095
-0.1,0.01,0.11,0.045,-0.105,0.06,0.02,-0.055,0.005,-0.09,-0.09,-0.095
-0.099,0.01,0.109,0.044,-0.104,0.059,0.02,-0.055,0.005,-0.09,-0.09,-0.095
-0.088,0.01,0.099,0.039,-0.093,0.054,0.02,-0.055,0.005,-0.09,-0.09,-0.095
-0.098,0.01,0.107,0.044,-0.103,0.058,0.02,-0.056,0.005,-0.09,-0.089,-0.095
-0.135,0.01,0.145,0.062,-0.14,0.077,0.02,-0.06,0.005,-0.09,-0.09,-0.095
-0.125,0.018,0.143,0.053,-0.134,0.08,0.02,-0.06,0.005,-0.09,-0.107,-0.099
-0.115,0.024,0.139,0.046,-0.128,0.081,0.02,-0.06,0.005,-0.09,-0.109,-0.1
-0.112,0.027,0.139,0.042,-0.126,0.082,0.02,-0.06,0.005,-0.09,-0.104,-0.102
-0.103,0.031,0.134,0.035,-0.118,0.082,0.02,-0.06,0.005,-0.091,-0.105,-0.106
-0.1,0.035,0.135,0.032,-0.118,0.085,0.02,-0.06,0.005,-0.095,-0.105,-0.105
-0.111,0.039,0.15,0.036,-0.131,0.094,0.02,-0.056,0.005,-0.1,-0.105,-0.101
-0.125,0.044,0.168,0.04,-0.147,0.106,0.02,-0.055,0.002,-0.097,-0.105,-0.1
-0.135,0.044,0.179,0.045,-0.157,0.111,0.02,-0.055,-0.001,-0.094,-0.105,-0.1
-0.141,0.039,0.18,0.051,-0.16,0.11,0.02,-0.055,0.0,-0.095,-0.105,-0.1
-0.14,0.04,0.18,0.05,-0.16,0.11,0.02,-0.055,0.0,-0.095,-0.105,-0.1
-0.139,0.041,0.18,0.049,-0.16,0.11,0.02,-0.055,0.0,-0.095,-0.101,-0.1
-0.143,0.037,0.18,0.053,-0.162,0.108,0.02,-0.055,0.0,-0.092,-0.1,-0.1
-0.145,0.035,0.18,0.055,-0.163,0.107,0.02,-0.055,0.0,-0.089,-0.1,-0.1
-0.145,0.035,0.18,0.055,-0.163,0.107,0.02,-0.055,0.0,-0.09,-0.1,-0.1
-0.145,0.035,0.18,0.055,-0.163,0.107,0.02,-0.055,0.0,-0.09,-0.1,-0.1
-0.145,0.035,0.18,0.055,-0.163,0.107,0.02,-0.055,0.0,-0.09,-0.1,-0.1
-0.148,0.032,0.18,0.058,-0.164,0.106,0.02,-0.052,0.0,-0.091,-0.1,-0.1
-0.15,0.029,0.18,0.06,-0.165,0.105,0.02,-0.049,0.0,-0.088,-0.1,-0.1
-0.15,0.03,0.181,0.06,-0.165,0.105,0.02,-0.05,0.0,-0.085,-0.099,-0.1
-0.15,0.03,0.18,0.06,-0.165,0.105,0.02,-0.05,0.0,-0.085,-0.095,-0.1
-0.142,0.026,0.168,0.058,-0.156,0.097,0.02,-0.05,0.004,-0.085,-0.095,-0.1
-0.134,0.025,0.158,0.054,-0.147,0.092,0.019,-0.05,0.006,-0.086,-0.095,-0.1
-0.126,0.025,0.151,0.05,-0.139,0.088,0.022,-0.05,0.004,-0.083,-0.095,-0.1
-0.117,0.026,0.143,0.045,-0.131,0.084,0.025,-0.05,0.006,-0.08,-0.095,-0.1
-0.11,0.025,0.135,0.042,-0.123,0.08,0.025,-0.05,0.01,-0.08,-0.095,-0.1
-0.117,0.01,0.127,0.053,-0.123,0.068,0.029,-0.05,0.01,-0.08,-0.095,-0.1
-0.127,-0.007,0.12,0.067,-0.123,0.056,0.03,-0.051,0.009,-0.08,-0.095,-0.101
-0.13,-0.022,0.108,0.076,-0.119,0.043,0.032,-0.047,0.013,-0.08,-0.095,-0.096
-0.13,-0.04,0.091,0.085,-0.11,0.025,0.035,-0.038,0.022,-0.079,-0.094,-0.089
-0.13,-0.055,0.075,0.092,-0.102,0.01,0.035,-0.035,0.025,-0.075,-0.09,-0.085
-0.117,-0.058,0.059,0.087,-0.088,0.001,0.039,-0.032,0.028,-0.075,-0.09,-0.077
-0.116,-0.074,0.041,0.094,-0.078,-0.016,0.043,-0.024,0.036,-0.075,-0.09,-0.072
-0.125,-0.092,0.033,0.108,-0.079,-0.029,0.047,-0.018,0.042,-0.075,-0.09,-0.066
-0.13,-0.094,0.035,0.112,-0.082,-0.029,0.05,-0.014,0.046,-0.074,-0.09,-0.058
-0.125,-0.09,0.035,0.107,-0.08,-0.027,0.05,-0.01,0.05,-0.07,-0.09,-0.055
-0.125,-0.09,0.035,0.107,-0.08,-0.027,0.05,-0.014,0.046,-0.07,-0.09,-0.059
-0.125,-0.09,0.035,0.107,-0.08,-0.027,0.051,-0.015,0.044,-0.07,-0.091,-0.06
-0.125,-0.09,0.035,0.107,-0.08,-0.027,0.048,-0.015,0.045,-0.07,-0.088,-0.06
-0.124,-0.089,0.035,0.106,-0.08,-0.027,0.045,-0.015,0.045,-0.069,-0.085,-0.06
-0.12,-0.085,0.035,0.102,-0.077,-0.025,0.045,-0.015,0.045,-0.065,-0.085,-0.06
-0.12,-0.085,0.035,0.102,-0.077,-0.025,0.045,-0.019,0.045,-0.065,-0.085,-0.06
-0.12,-0.085,0.035,0.102,-0.077,-0.025,0.045,-0.02,0.045,-0.065,-0.085,-0.06
-0.12,-0.085,0.035,0.102,-0.077,-0.025,0.045,-0.02,0.045,-0.065,-0.085,-0.06
-0.12,-0.085,0.035,0.102,-0.077,-0.025,0.045,-0.02,0.045,-0.065,-0.085,-0.06
-0.12,-0.085,0.035,0.102,-0.077,-0.025,0.045,-0.02,0.045,-0.065,-0.085,-0.06
-0.116,-0.081,0.035,0.098,-0.075,-0.022,0.045,-0.02,0.045,-0.061,-0.085,-0.06
-0.115,-0.08,0.035,0.097,-0.075,-0.022,0.045,-0.023,0.045,-0.06,-0.082,-0.06
-0.115,-0.08,0.035,0.097,-0.075,-0.022,0.045,-0.026,0.045,-0.06,-0.079,-0.06
-0.115,-0.08,0.035,0.097,-0.075,-0.022,0.045,-0.025,0.044,-0.06,-0.08,-0.06
-0.115,-0.08,0.035,0.097,-0.075,-0.022,0.045,-0.025,0.04,-0.06,-0.08,-0.06
-0.112,-0.08,0.032,0.096,-0.072,-0.024,0.045,-0.025,0.04,-0.056,-0.08,-0.06
-0.105,-0.08,0.025,0.093,-0.065,-0.027,0.045,-0.028,0.04,-0.055,-0.08,-0.06
-0.126,-0.08,0.046,0.103,-0.086,-0.017,0.045,-0.031,0.04,-0.055,-0.08,-0.06
-0.153,-0.08,0.073,0.116,-0.113,-0.004,0.045,-0.03,0.04,-0.055,-0.08,-0.06
-0.145,-0.08,0.065,0.112,-0.105,-0.007,0.045,-0.03,0.04,-0.055,-0.08,-0.06
-0.145,-0.08,0.065,0.112,-0.105,-0.007,0.045,-0.03,0.04,-0.055,-0.08,-0.06
-0.142,-0.08,0.062,0.111,-0.102,-0.009,0.045,-0.029,0.04,-0.058,-0.083,-0.06
-0.14,-0.08,0.06,0.11,-0.1,-0.01,0.045,-0.032,0.04,-0.061,-0.086,-0.06
-0.139,-0.08,0.059,0.11,-0.099,-0.01,0.045,-0.035,0.04,-0.06,-0.085,-0.06
-0.135,-0.08,0.055,0.107,-0.095,-0.012,0.045,-0.035,0.04,-0.06,-0.085,-0.06
-0.135,-0.08,0.055,0.107,-0.095,-0.012,0.045,-0.035,0.04,-0.06,-0.085,-0.06
-0.13,-0.08,0.05,0.105,-0.09,-0.015,0.045,-0.035,0.041,-0.06,-0.085,-0.06
-0.119,-0.079,0.04,0.099,-0.08,-0.019,0.045,-0.035,0.038,-0.06,-0.085,-0.06
-0.116,-0.082,0.034,0.098,-0.075,-0.024,0.045,-0.035,0.035,-0.06,-0.085,-0.06
-0.12,-0.09,0.03,0.105,-0.075,-0.03,0.045,-0.035,0.035,-0.06,-0.085,-0.06
-0.109,-0.087,0.022,0.098,-0.065,-0.032,0.041,-0.035,0.035,-0.064,-0.089,-0.06
-0.096,-0.082,0.014,0.089,-0.055,-0.034,0.04,-0.035,0.035,-0.065,-0.09,-0.06
-0.084,-0.078,0.006,0.081,-0.045,-0.036,0.04,-0.035,0.035,-0.065,-0.09,-0.06
-0.081,-0.074,0.007,0.077,-0.043,-0.034,0.04,-0.035,0.035,-0.065,-0.09,-0.06
-0.09,-0.07,0.02,0.08,-0.055,-0.025,0.04,-0.035,0.035,-0.065,-0.09,-0.06
-0.095,-0.066,0.028,0.08,-0.061,-0.018,0.04,-0.035,0.035,-0.065,-0.09,-0.068
-0.097,-0.062,0.035,0.079,-0.066,-0.013,0.04,-0.035,0.035,-0.065,-0.09,-0.074
-0.106,-0.06,0.046,0.082,-0.076,-0.007,0.04,-0.035,0.035,-0.065,-0.09,-0.075
